"ID","CITED","CITING"
1954,8875,395075
1955,8875,608292
1956,8961,1103610
1957,8961,1133390
1958,9513,102879
1959,9515,102879
1960,9515,4804
1961,9515,9513
1962,9559,1102794
1963,9559,252725
1964,9581,1130780
1965,9581,633585
1966,9586,1120138
1967,9586,33818
1968,9708,1130539
1969,9708,1153003
1970,9708,136766
1971,9708,136768
1972,9708,181782
1973,9716,1153262
1974,9716,28674
1975,9716,6539
1976,10169,1107067
1977,10169,1123867
1978,10169,114189
1979,10169,158614
1980,10169,17798
1981,10169,20850
1982,10169,211875
1983,10169,259126
1984,10169,3231
1985,10169,39126
1986,10169,39131
1987,10169,49660
1988,10169,552469
1989,10169,6334
1990,10169,63477
1991,10169,63486
1992,10169,636098
1993,10169,711598
1994,10169,85452
1995,10174,10186
1996,10177,10169
1997,10177,1112574
1998,10177,12197
1999,10177,12198
2000,10177,12210
2001,10177,124734
2002,10177,15429
2003,10177,164
2004,10177,249858
2005,10177,27606
2006,10177,4804
2007,10177,67415
2008,10177,68495
2009,10177,68505
2010,10177,9515
2011,10183,10186
2012,10183,10430
2013,10183,1108267
2014,10183,1110947
2015,10183,1114336
2016,10183,1120713
2017,10183,259772
2018,10183,47570
2019,10183,54550
2020,10183,6378
2021,10186,86840
2022,10430,1120713
2023,10430,3095
2024,10435,1103394
2025,10435,112378
2026,10435,208345
2027,10435,22566
2028,10435,41417
2029,10435,8703
2030,10531,1102850
2031,10531,1107567
2032,10531,1129442
2033,10531,1130634
2034,10531,194617
2035,10531,31336
2036,10531,31349
2037,10531,31353
2038,10531,36620
2039,10531,43698
2040,10531,686532
2041,10796,1110947
2042,10796,1113934
2043,10796,1135358
2044,10796,1153148
2045,10796,180373
2046,10796,20942
2047,10796,30895
2048,10796,31097
2049,10796,417017
2050,10796,46536
2051,10796,601567
2052,10796,6217
2053,10796,8699
2054,10796,93320
2055,10798,10183
2056,10798,10796
2057,10798,1154500
2058,10798,18619
2059,10798,20193
2060,10798,212777
2061,10798,252715
2062,10798,434
2063,10798,601561
2064,10798,8703
2065,10798,97892
2066,10981,1102873
2067,10981,23507
2068,11093,39199
2069,11148,1129835
2070,11148,1131719
2071,11148,193354
2072,11148,25413
2073,11326,11339
2074,11335,1127657
2075,11335,11325
2076,11335,1153264
2077,11335,20833
2078,11335,217139
2079,11335,35070
2080,11335,49843
2081,11335,545647
2082,11335,582511
2083,11337,1128256
2084,11339,11326
2085,11339,211432
2086,11339,30901
2087,11339,44017
2088,11339,45061
2089,11342,463825
2090,11342,65650
2091,11342,79809
2092,12155,1126350
2093,12158,12199
2094,12158,148399
2095,12165,1107567
2096,12165,1112099
2097,12169,1119471
2098,12169,4637
2099,12169,989397
2100,12182,1059953
2101,12182,1106418
2102,12182,1117249
2103,12182,1118764
2104,12182,1153183
2105,12182,12165
2106,12182,12211
2107,12182,155736
2108,12182,157761
2109,12182,219239
2110,12182,28632
2111,12182,28640
2112,12182,28641
2113,12182,309476
2114,12182,321861
2115,12182,429781
2116,12182,4660
2117,12182,5038
2118,12182,65650
2119,12182,94713
2120,12194,27199
2121,12195,1107319
2122,12195,1107567
2123,12195,1112099
2124,12195,1131611
2125,12195,1132285
2126,12195,12165
2127,12195,38722
2128,12195,51180
2129,12197,111866
2130,12197,1119471
2131,12197,68495
2132,12198,1126350
2133,12198,12158
2134,12198,12199
2135,12198,164
2136,12198,27612
2137,12198,95225
2138,12199,1119471
2139,12199,12247
2140,12210,1112574
2141,12210,12182
2142,12210,4804
2143,12210,57948
2144,12210,6125
2145,12210,67415
2146,12210,77515
2147,12211,12165
2148,12238,101263
2149,12238,1107567
2150,12238,1112099
3121,12238,12165
3122,12247,1119471
3123,12247,148399
3124,12330,107569
3125,12330,1120777
3126,12330,1152490
3127,12330,1153861
3128,12330,156977
3129,12330,213279
3130,12330,395553
3131,12330,400356
3132,12330,949217
3133,12337,1129683
3134,12337,16451
3135,12337,16470
3136,12337,16474
3137,12337,395725
3138,12337,57764
3139,12347,16451
3140,12347,72101
3141,12350,101811
3142,12350,1104007
3143,12350,1107319
3144,12350,1131611
3145,12350,12158
3146,12350,12195
3147,12350,12198
3148,12350,12210
3149,12350,152227
3150,12350,157805
3151,12350,16451
3152,12350,20601
3153,12350,20602
3154,12350,27612
3155,12350,4804
3156,12350,6125
3157,12350,6539
3158,12350,67415
3159,12350,68495
3160,12359,1131634
3161,12359,16451
3162,12359,242637
3163,12439,105057
3164,12439,323128
3165,12439,340078
3166,12576,1071981
3167,12576,1104999
3168,12576,1105221
3169,12576,1107674
3170,12576,1129573
3171,12576,127033
3172,12576,135130
3173,12576,229635
3174,12576,28290
3175,12576,416455
3176,12576,56112
3177,12576,56119
3178,12576,56709
3179,12576,574710
3180,12576,575795
3181,12576,62718
3182,12576,63832
3183,12576,83725
3184,12576,8875
3185,12631,1123188
3186,12631,1152150
3187,12631,1154103
3188,12631,12638
3189,12631,662416
3190,12631,6898
3191,12631,6910
3192,12631,78994
3193,12638,1123188
3194,12638,119761
3195,12638,263553
3196,12638,4330
3197,12638,662416
3198,12638,6898
3199,12638,6910
3200,13024,899119
3201,13136,1118083
3202,13136,160705
3203,13193,17208
3204,13193,755217
3205,13195,1107312
3206,13195,1120731
3207,13195,755217
3208,13205,1105148
3209,13205,13208
3210,13208,1105148
3211,13208,131318
3212,13212,1105148
3213,13212,131318
3214,13212,13208
3215,13212,170338
3216,13212,214472
3217,13212,358884
3218,13212,411005
3219,13213,1152143
3220,13213,131318
3221,13269,17476
3222,13652,13654
3223,13652,13656
3224,13652,83746
3225,13654,1115959
3226,13654,119686
3227,13654,83746
3228,13654,987188
3229,13656,1120431
3230,13658,1115959
3231,13658,1120431
3232,13658,119686
3233,13658,13656
3234,13658,198443
3235,13658,294239
3236,13658,987188
3237,13686,1107355
3238,13686,1120431
3239,13686,1272
3240,13686,1385
3241,13717,1110531
3242,13717,37998
3243,13717,38000
3244,13885,1104379
3245,13885,13917
3246,13885,31043
3247,13885,42847
3248,13885,84459
3249,13917,1120020
3250,13966,13960
3251,13972,1126050
3252,13972,20534
3253,13982,34979
3254,14062,1119708
3255,14062,1152358
3256,14062,1152421
3257,14062,1153280
3258,14062,1154459
3259,14062,141347
3260,14062,33907
3261,14062,44368
3262,14062,646836
3263,14062,97390
3264,14062,98693
3265,14083,1103016
3266,14090,1103016
3267,14090,643069
3268,14428,1103031
3269,14428,1103969
3270,14428,14429
3271,14428,14431
3272,14428,34082
3273,14428,73119
3274,14429,1103031
3275,14429,1103969
3276,14429,1119216
3277,14429,14431
3278,14429,34082
3279,14429,73119
3280,14430,1103031
3281,14430,1103969
3282,14430,1119216
3283,14430,14429
3284,14430,14431
3285,14430,34082
3286,14430,73119
3287,14431,1103031
3288,14529,1103038
3289,14529,1114864
3290,14529,1119987
3291,14529,239829
3292,14531,1103038
3293,14531,1105932
3294,14531,1152308
3295,14531,56167
3296,14531,592830
3297,14531,60682
3298,14545,1103038
3299,14545,14549
3300,14549,1103038
3301,14549,592830
3302,14807,1111240
3303,14807,264347
3304,15076,25702
3305,15076,708945
3306,15429,10169
3307,15429,10177
3308,15429,1104007
3309,15429,1107572
3310,15429,1114526
3311,15429,1153160
3312,15429,12197
3313,15429,12350
3314,15429,175576
3315,15429,210309
3316,15429,217115
3317,15429,219239
3318,15429,35854
3319,15429,41666
3320,15429,57948
3321,15429,77515
3322,15429,89547
3323,15429,9513
3324,15429,9515
3325,15431,35854
3326,15670,12558
3327,15889,1110024
3328,15889,1118388
3329,15889,1152564
3330,15889,1153891
3331,15889,15892
3332,15889,175909
3333,15889,221302
3334,15892,1116146
3335,15892,1118388
3336,15984,158098
3337,15984,189577
3338,15984,308920
3339,15984,714975
3340,15987,1127530
3341,15987,158098
3342,15987,3192
3343,15987,523394
3344,15987,653441
3345,15987,714289
3346,16008,1105531
3347,16008,1131165
3348,16008,158098
3349,16008,189571
3350,16008,189572
3351,16008,189577
3352,16008,308920
3353,16008,3191
3354,16008,3192
3355,16008,523394
3356,16008,642827
3357,16437,152219
3358,16437,16470
3359,16437,16474
3360,16437,395725
3361,16437,430329
3362,16437,51831
3363,16451,118436
3364,16461,1105603
3365,16470,1129621
3366,16471,1104787
3367,16471,1114992
3368,16471,1126044
3369,16471,16474
3370,16471,273949
3371,16474,16471
3372,16476,1123087
3373,16476,1129621
3374,16476,12359
3375,16476,16474
3376,16485,105856
3377,16485,1104787
3378,16485,1105603
3379,16485,1109891
3380,16485,1120049
3381,16485,1123087
3382,16485,12347
3383,16485,286500
3384,16819,1131167
3385,16819,1131236
3386,16819,1131274
3387,16819,1131312
3388,16819,126793
3389,16819,643003
3390,16819,643069
3391,16819,643221
3392,16819,644093
3393,16819,644334
3394,16819,646195
3395,16819,646286
3396,16843,1152259
3397,16843,1152991
3398,16843,643069
3399,17201,1107140
3400,17201,1118245
3401,17201,1126012
3402,17201,17208
3403,17201,184157
3404,17201,32872
3405,17201,95435
3406,17208,1152633
3407,17208,1153262
3408,17208,184157
3409,17208,32872
3410,17208,95435
3411,17242,1115291
3412,17242,280876
3413,17363,444191
3414,17476,1103162
3415,17476,1105033
3416,17476,1122425
3417,17476,1129208
3418,17476,170338
3419,17476,28456
3420,17476,33013
3421,17476,682666
3422,17476,892139
3423,17477,1103162
3424,17488,1103162
3425,17798,1119987
3426,17798,1152308
3427,17798,3231
3428,17798,323128
3429,17798,39131
3430,17798,56167
3431,17811,1107136
3432,17811,63486
3433,17821,245955
3434,18251,1106052
3435,18313,249421
3436,18532,86923
3437,18536,1106854
3438,18536,424540
3439,18536,86923
3440,18615,1000012
3441,18615,4660
3442,18615,582343
3443,18619,1153091
3444,18619,18615
3445,18619,4660
3446,18770,28964
3447,18770,531348
3448,18770,531351
3449,18773,167656
3450,18773,88356
3451,18774,73146
3452,18777,103537
3453,18777,1112686
3454,18777,116790
3455,18777,173863
3456,18777,18774
3457,18777,33013
3458,18777,345340
3459,18777,445938
3460,18777,510718
3461,18777,66794
3462,18777,73146
3463,18777,79817
3464,18777,94713
3465,18781,1108175
3466,18781,18785
3467,18781,86840
3468,18811,1106401
3469,18811,1112686
3470,18811,20920
3471,18812,20920
3472,18812,510715
3473,18815,1104449
3474,18815,20920
3475,18832,1122425
3476,18832,18833
3477,18832,682666
3478,18832,81350
3479,18834,1152740
3480,18834,1152944
3481,18834,18833
3482,19045,593210
3483,19045,593328
3484,19045,593329
3485,19045,87363
3486,19231,1107572
3487,19231,1153736
3488,19231,12960
3489,19231,18619
3490,19231,30934
3491,19231,686061
3492,19621,1106287
3493,19621,1114153
3494,19621,1114442
3495,19621,1126044
3496,19621,1128846
3497,19621,1131464
3498,19621,1135082
3499,19621,1135137
3500,19621,123825
3501,19621,184918
3502,19621,23448
3503,19621,240791
3504,19621,330148
3505,19621,42847
3506,19621,49482
3507,19621,6184
3508,19621,62347
3509,19621,628888
3510,19621,631052
3511,19621,649730
3512,19621,649739
3513,19621,66990
3514,19621,684372
3515,19621,7276
3516,19621,7297
3517,19621,763009
3518,19621,83826
3519,19621,853116
3520,19621,948147
3521,19621,948299
3522,19621,950052
3523,19697,131318
3524,19697,239800
3525,19697,32698
3526,19697,40124
3527,19697,95718
3528,20178,38829
3529,20178,64271
3530,20178,91853
3531,20179,20178
3532,20179,91852
3533,20179,91853
3534,20179,95188
3535,20180,91853
3536,20180,943
3537,20193,1108597
3538,20193,1114777
3539,20193,1116397
3540,20193,1116839
3541,20193,1119180
3542,20193,112813
3543,20193,1130653
3544,20193,1130657
3545,20193,1138091
3546,20193,1152244
3547,20193,1153877
3548,20193,1153879
3549,20193,1153889
3550,20193,144330
3551,20193,3085
3552,20193,30973
3553,20193,395725
3554,20193,5062
3555,20193,566488
3556,20193,566653
3557,20193,566664
3558,20193,91853
3559,20526,1103315
3560,20526,1118092
3561,20528,1103315
3562,20528,1103676
3563,20528,1107067
3564,20534,1103315
3565,20534,1106966
3566,20534,1107455
3567,20534,1111052
3568,20534,23774
3569,20534,70442
3570,20534,7419
3571,20584,1106849
3572,20584,1111788
3573,20584,1118823
3574,20584,20592
3575,20584,20593
3576,20584,235776
3577,20584,389715
3578,20584,6311
3579,20592,20593
3580,20601,1108167
3581,20601,1118209
3582,20601,1121537
3583,20601,12158
3584,20601,12199
3585,20601,12247
3586,20601,124734
3587,20601,20602
3588,20601,25805
3589,20601,42207
3590,20601,95225
3591,20602,1108167
3592,20602,1121537
3593,20602,12155
3594,20602,12158
3595,20602,12199
3596,20602,12247
3597,20602,20601
3598,20602,42207
3599,20602,95225
3600,20821,1127851
3601,20821,372862
3602,20857,1127863
3603,20857,1155073
3604,20923,1115701
3605,20923,1116530
3606,20923,20924
3607,20923,289885
3608,20923,294030
3609,20924,1108267
3610,20924,1113934
3611,20924,1115701
3612,20924,289885
3613,20924,294030
3614,20924,521207
3615,20972,1116181
3616,22229,1103383
3617,22229,1107418
3618,22229,1112911
3619,22229,1128369
3620,22229,144701
3621,22229,190697
3622,22229,22241
3623,22229,243483
3624,22229,459216
3625,22229,593105
3626,22229,595193
3627,22241,1103383
3628,22241,1107418
3629,22241,1128369
3630,22241,595193
3631,22386,1107010
3632,22386,1128407
3633,22386,207395
3634,22386,310530
3635,22386,38839
3636,22386,38845
3637,22386,38846
3638,22386,3932
3639,22431,1110426
3640,22431,144330
3641,22431,49843
3642,22431,49844
3643,22431,49847
3644,22431,6639
3645,22563,10435
3646,22563,107251
3647,22563,107252
3648,22563,1103394
3649,22563,1120962
3650,22563,1121459
3651,22563,1123926
3652,22563,12439
3653,22563,13686
3654,22563,1786
3655,22563,22564
3656,22563,22566
3657,22563,3220
3658,22563,36140
3659,22563,389715
3660,22563,63915
3661,22563,6767
3662,22563,6771
3663,22563,94229
3664,22564,10435
3665,22564,1103394
3666,22564,22566
3667,22566,10435
3668,22566,1103394
3669,22835,1110563
3670,22835,39904
3671,22869,22876
3672,22874,22876
3673,22875,1110947
3674,22875,1113934
3675,22875,22876
3676,22883,22876
3677,22886,1107367
3678,22886,1120444
3679,22886,28447
3680,23069,23070
3681,23069,74700
3682,23070,1116044
3683,23070,134307
3684,23070,134316
3685,23070,74698
3686,23070,87915
3687,23116,1105433
3688,23116,1111978
3689,23116,40124
3690,23116,41666
3691,23116,576257
3692,23258,1106052
3693,23258,168410
3694,23258,18251
3695,23502,184918
3696,23502,23507
3697,23507,1109392
3698,23507,13717
3699,23507,152731
3700,23507,217852
3701,23507,23502
3702,23507,649731
3703,23507,93320
3704,23546,27230
3705,23738,101662
3706,23738,101811
3707,23738,1118764
3708,23738,11325
3709,23738,11342
3710,23738,1153064
3711,23738,1153148
3712,23738,189574
3713,23738,22563
3714,23738,27249
3715,23738,27250
3716,23738,411092
3717,23738,65650
3718,23738,73146
3719,23738,84020
3720,23774,1106406
3721,23774,1107455
3722,23774,7432
3723,24043,1111265
3724,24043,15076
3725,24043,928873
3726,24476,1103499
3727,24476,1106546
3728,24476,1153024
3729,24530,1109581
3730,24966,1104449
3731,24966,1105344
3732,24966,1105433
3733,24966,1106370
3734,24966,1106671
3735,24966,1123576
3736,24966,1131149
3737,24966,1131267
3738,24966,1152194
3739,24966,1154042
3740,24966,124828
3741,24966,131042
3742,24966,131318
3743,24966,145134
3744,24966,145176
3745,24966,19697
3746,24966,197452
3747,24966,202639
3748,24966,23116
3749,24966,239800
3750,24966,27627
3751,24966,40124
3752,24966,63549
3753,24966,641976
3754,24966,65212
3755,24966,671293
3756,24966,79809
3757,24966,92065
3758,24966,95719
3759,24974,1104258
3760,24974,1112723
3761,24974,131042
3762,24974,34315
3763,24974,40125
3764,24974,6771
3765,25181,1152277
3766,25181,1152673
3767,25181,1154251
3768,25181,25184
3769,25181,27174
3770,25181,96335
3771,25184,285675
3772,25184,385572
3773,25702,1108834
3774,25702,1118848
3775,25702,1136397
3776,25702,1153897
3777,25702,147870
3778,25702,202639
3779,25702,675649
3780,25702,910
3781,25772,1104769
3782,25772,1105932
3783,25772,1122580
3784,25772,1126503
3785,25772,1997
3786,25772,641956
3787,25791,28202
3788,25791,45212
3789,25794,582343
3790,25805,1108167
3791,25805,1110028
3792,25805,1121063
3793,25805,385251
3794,26850,1114605
3795,27174,180373
3796,27174,25184
3797,27174,35343
3798,27174,96335
3799,27199,148399
3800,27199,248119
3801,27203,1106418
3802,27203,1118209
3803,27203,148399
3804,27230,23545
3805,27241,1106492
3806,27241,1116268
3807,27243,1104851
3808,27243,59045
3809,27246,1110390
3810,27249,368431
3811,27249,8079
3812,27510,1110998
3813,27510,1128990
3814,27510,1152143
3815,27510,188318
3816,27514,1152143
3817,27530,1106630
3818,27530,1128542
3819,27530,27531
3820,27530,592826
3821,27530,66594
3822,27531,1106370
3823,27531,763009
3824,27535,1112026
3825,27535,13686
3826,27535,173884
3827,27535,308232
3828,27535,34961
3829,27543,1106630
3830,27543,1135125
3831,27543,27531
3832,27606,111866
3833,27606,124734
3834,27606,249858
3835,27612,1118209
3836,27612,12198
3837,27623,105899
3838,27623,1104182
3839,27623,1126029
3840,27623,27632
3841,27623,28254
3842,27623,686015
3843,27623,686030
3844,27623,686061
3845,27623,75674
3846,27627,105899
3847,27627,116021
3848,27627,18619
3849,27627,23116
3850,27627,27632
3851,27627,28254
3852,27627,686015
3853,27627,686030
3854,27627,686061
3855,27631,20528
3856,27631,28254
3857,27631,55968
3858,27632,28254
3859,27895,105057
3860,27895,1103676
3861,27895,1122580
3862,27895,112378
3863,27895,1132706
3864,27895,1786
3865,27895,23738
3866,28026,5064
3867,28026,5069
3868,28202,1114629
3869,28202,1128267
3870,28202,325497
3871,28227,20526
3872,28227,6169
3873,28230,1108267
3874,28230,1123756
3875,28249,1116347
3876,28249,1129096
3877,28249,628668
3878,28254,105899
3879,28254,1118092
3880,28254,686015
3881,28254,686061
3882,28265,1152436
3883,28265,943
3884,28267,1152896
3885,28278,1107312
3886,28287,1106547
3887,28287,1107355
3888,28287,128540
3889,28287,1385
3890,28287,308529
3891,28287,387795
3892,28287,567005
3893,28287,56709
3894,28290,1104999
3895,28290,1107674
3896,28290,28287
3897,28290,308529
3898,28290,56709
3899,28290,63832
3900,28336,108047
3901,28350,1109957
3902,28350,1113459
3903,28350,1129243
3904,28350,13193
3905,28350,241133
3906,28350,28227
3907,28350,341188
3908,28350,6210
3909,28350,6220
3910,28350,628667
3911,28350,628668
3912,28350,95579
3913,28359,35863
3914,28385,1106112
3915,28385,1125895
3916,28385,118558
3917,28387,1107312
3918,28389,353541
3919,28412,1128430
3920,28412,27631
5433,28412,6217
5434,28412,6220
5435,28447,1107367
5436,28447,1120444
5437,28447,194645
5438,28471,91975
5439,28485,168410
5440,28485,23258
5441,28487,1153056
5442,28487,128
5443,28487,206259
5444,28487,8213
5445,28487,95586
5446,28489,13193
5447,28489,6210
5448,28491,1152910
5449,28491,153598
5450,28491,341188
5451,28491,782486
5452,28504,1139928
5453,28504,1153287
5454,28504,131315
5455,28504,365294
5456,28504,7430
5457,28504,95589
5458,28542,124064
5459,28542,206259
5460,28632,32260
5461,28640,1059953
5462,28640,28641
5463,28649,12182
5464,28649,155736
5465,28649,155738
5466,28851,54131
5467,28851,578669
5468,28851,595157
5469,28957,103537
5470,28957,1105531
5471,28957,159897
5472,28957,189577
5473,28957,28964
5474,28957,35922
5475,28957,66794
5476,28957,88356
5477,28957,94713
5478,28964,1125402
5479,28964,1125944
5480,29492,1112426
5481,29492,1122574
5482,29492,131117
5483,29492,144408
5484,29492,152219
5485,29492,29708
5486,29492,3229
5487,29492,400473
5488,29708,131315
5489,29723,131315
5490,29723,300071
5491,29723,35905
5492,29723,6818
5493,29738,155277
5494,30817,1120211
5495,30817,3229
5496,30817,631052
5497,30817,75691
5498,30895,1152277
5499,30895,1152673
5500,30895,1154251
5501,30895,144679
5502,30895,30901
5503,30934,12960
5504,31055,1106630
5505,31083,1123068
5506,31083,48066
5507,31105,1105672
5508,31105,175291
5509,31336,1129442
5510,31336,31349
5511,31336,686532
5512,31349,686532
5513,31353,10531
5514,31353,1063773
5515,31353,1107567
5516,31353,1123576
5517,31353,1124844
5518,31353,1129442
5519,31353,1129608
5520,31353,1135746
5521,31353,1152162
5522,31353,1152272
5523,31353,1152904
5524,31353,194617
5525,31353,286562
5526,31353,31336
5527,31353,31349
5528,31353,31927
5529,31353,43698
5530,31353,686532
5531,31353,686559
5532,31479,1115701
5533,31479,114189
5534,31479,14549
5535,31479,20592
5536,31479,289885
5537,31479,294030
5538,31479,39165
5539,31483,1131137
5540,31483,118682
5541,31483,39126
5542,31483,39165
5543,31489,1130780
5544,31489,1152150
5545,31489,227286
5546,31489,40583
5547,31489,40605
5548,31489,632796
5549,31489,632874
5550,31489,632935
5551,31489,633585
5552,31489,633721
5553,31489,9581
5554,31769,67245
5555,31769,67246
5556,31863,358894
5557,31863,91581
5558,31927,1124844
5559,31927,1129572
5560,31927,194617
5561,31927,31932
5562,31932,194617
5563,32083,1113995
5564,32083,1120962
5565,32083,1153933
5566,32083,200630
5567,32083,31769
5568,32083,346292
5569,32083,35061
5570,32083,45605
5571,32083,6771
5572,32083,688361
5573,32260,62274
5574,32260,94713
5575,32276,15076
5576,32276,174418
5577,32276,39199
5578,32276,636500
5579,32276,636511
5580,32276,84695
5581,32688,1717
5582,32688,69418
5583,32698,95719
5584,32872,1118245
5585,33231,1105531
5586,33231,1121254
5587,33231,1132887
5588,33231,158172
5589,33231,293974
5590,33231,300071
5591,33231,315266
5592,33231,445938
5593,33301,1022969
5594,33301,33303
5595,33325,1110256
5596,33325,12960
5597,33325,429781
5598,33412,124296
5599,33412,211875
5600,33412,34708
5601,33818,1120138
5602,33818,1123087
5603,33818,78549
5604,33818,78552
5605,33818,78557
5606,33823,1119004
5607,33823,33818
5608,33823,78549
5609,33823,78552
5610,33823,78557
5611,33895,1103960
5612,33895,1153577
5613,33895,1154176
5614,33895,33904
5615,33895,593813
5616,33895,82087
5617,33904,1103960
5618,33904,1110546
5619,33907,1103960
5620,33907,1134022
5621,33907,1136814
5622,33907,593091
5623,33907,593813
5624,34082,1103969
5625,34082,1119216
5626,34257,1106771
5627,34257,1111186
5628,34257,1114398
5629,34257,1115456
5630,34257,1116974
5631,34257,1122642
5632,34257,1153003
5633,34257,192870
5634,34257,34263
5635,34257,34266
5636,34257,368605
5637,34257,87482
5638,34257,90655
5639,34263,1122642
5640,34263,87482
5641,34263,90655
5642,34266,1122642
5643,34266,34263
5644,34266,90655
5645,34315,1103979
5646,34315,40125
5647,34355,1103979
5648,34708,102406
5649,34708,120039
5650,34708,211432
5651,34961,22883
5652,34961,31043
5653,34979,1104007
5654,34979,1106418
5655,34979,13982
5656,35061,1113438
5657,35061,1152761
5658,35061,1153860
5659,35061,144701
5660,35061,210871
5661,35061,22229
5662,35061,240791
5663,35061,263498
5664,35061,45605
5665,35061,48766
5666,35061,503871
5667,35061,682815
5668,35335,168958
5669,35335,35343
5670,35335,59772
5671,35343,1118332
5672,35490,1104031
5673,35490,1116410
5674,35490,64271
5675,35490,95188
5676,35778,108962
5677,35778,108983
5678,35778,1108389
5679,35778,1125469
5680,35778,1919
5681,35778,519318
5682,35778,73146
5683,35797,100961
5684,35797,1050679
5685,35797,1110998
5686,35797,1116629
5687,35797,1128974
5688,35797,188318
5689,35797,399370
5690,35797,60169
5691,35797,60170
5692,35797,627024
5693,35852,1035
5694,35852,1113438
5695,35852,41732
5696,35852,486840
5697,35863,134060
5698,35863,20972
5699,35863,28359
5700,35905,1152162
5701,35905,1152272
5702,35905,1152904
5703,35905,29723
5704,35922,1105116
5705,35922,1140547
5706,35922,1152162
5707,35922,1152272
5708,35922,1152904
5709,35922,194223
5710,35922,390894
5711,35922,390896
5712,35922,390922
5713,35922,396412
5714,35922,50336
5715,35922,50337
5716,35922,66982
5717,36131,1152633
5718,36131,17208
5719,36131,77438
5720,36140,105057
5721,36140,1104055
5722,36140,112378
5723,36140,12439
5724,36140,22563
5725,36140,27249
5726,36140,323128
7,35,1033
8,35,103482
43,35,103515
44,35,1050679
45,35,1103960
46,35,1103985
107,35,1109199
108,35,1112911
109,35,1113438
110,35,1113831
111,35,1114331
112,35,1117476
113,35,1119505
114,35,1119708
187,35,1120431
188,35,1123756
189,35,1125386
190,35,1127430
191,35,1127913
192,35,1128204
193,35,1128227
194,35,1128314
195,35,1128453
196,35,1128945
197,35,1128959
198,35,1128985
199,35,1129018
200,35,1129027
201,35,1129573
202,35,1129683
271,35,1129778
272,35,1130847
273,35,1130856
274,35,1131116
275,35,1131360
276,35,1131557
277,35,1131752
278,35,1133196
279,35,1133338
280,35,1136814
281,35,1137466
282,35,1152421
283,35,1152508
284,35,1153065
285,35,1153280
286,35,1153577
287,35,1153853
288,35,1153943
289,35,1154176
290,35,1154459
291,35,116552
292,35,12576
293,35,128540
294,35,132806
295,35,135130
296,35,141342
297,35,141347
298,35,148170
299,35,15670
300,35,1688
301,35,175291
302,35,178727
503,35,18582
504,35,190697
505,35,190706
506,35,1956
507,35,197054
508,35,198443
509,35,198653
510,35,206371
511,35,210871
512,35,229635
513,35,231249
514,35,248425
515,35,249421
516,35,254923
517,35,259701
518,35,259702
519,35,263279
520,35,263498
521,35,265203
522,35,273152
523,35,27510
524,35,28290
525,35,286500
526,35,287787
527,35,28851
528,35,289779
529,35,289780
530,35,289781
531,35,307015
532,35,335733
533,35,33904
534,35,33907
535,35,35061
536,35,38205
537,35,387795
538,35,415693
539,35,41714
540,35,427606
541,35,44368
542,35,45599
543,35,46079
544,35,46431
545,35,486840
546,35,48766
547,35,503883
548,35,503893
549,35,513189
550,35,54129
551,35,54131
552,35,56119
553,35,561238
554,35,568857
555,35,573964
556,35,573978
557,35,574009
558,35,574264
559,35,574462
560,35,575077
561,35,575292
562,35,575331
563,35,576725
564,35,576795
565,35,577227
566,35,578780
767,35,579008
768,35,592973
769,35,593091
770,35,593105
771,35,593240
772,35,593260
773,35,593813
774,35,594047
775,35,594543
776,35,594649
777,35,594900
778,35,608326
779,35,634902
780,35,634904
781,35,634938
782,35,634975
783,35,640617
784,35,646809
785,35,646837
786,35,647408
787,35,647447
788,35,66556
789,35,66563
790,35,66805
791,35,69284
792,35,69296
793,35,694759
794,35,735303
795,35,78511
796,35,787016
797,35,801170
798,35,81722
799,35,82098
800,35,84021
801,35,85352
802,35,86359
803,35,8865
804,35,887
805,35,97645
806,35,98698
807,40,1109017
808,40,1114442
809,40,116552
810,114,1103315
811,114,1105394
812,114,1106112
813,114,1106172
814,114,1106406
815,114,1107455
816,114,1111052
817,114,1114125
818,114,1117942
819,114,1118245
820,114,1118332
821,114,1120170
822,114,1126029
823,114,124064
824,114,128
825,114,130
826,114,136665
827,114,191404
828,114,193742
829,114,23258
830,114,28227
831,114,28287
832,114,28350
833,114,28387
834,114,28471
835,114,28485
836,114,341188
837,114,38480
838,114,39403
839,114,434
840,114,55968
841,114,58540
842,114,6155
843,114,6170
844,114,6196
845,114,6220
846,114,64484
847,114,7432
848,114,755217
849,114,8213
850,114,91975
851,114,976334
852,117,1109581
853,117,149669
854,117,17476
855,117,189708
856,117,206259
857,117,28202
858,117,28278
859,117,28387
860,117,28471
861,117,32872
862,117,33013
863,117,341188
864,117,38480
865,117,39403
866,117,6170
867,117,6214
868,117,75674
869,128,1114125
870,128,20526
871,128,39403
872,128,91975
873,130,13960
874,130,345340
875,130,39403
876,288,1118092
877,288,36167
878,424,1135125
879,424,218666
880,424,47684
881,434,267003
882,463,58454
883,504,1102364
884,504,1112650
885,504,506
886,504,89416
887,506,1102364
888,506,1106546
889,506,89416
890,887,10796
891,887,1105033
892,887,1111304
893,887,1112911
894,887,1113614
1495,887,114308
1496,887,12576
1497,887,134128
1498,887,161221
1499,887,170798
1500,887,17476
1501,887,19045
1502,887,20972
1503,887,265203
1504,887,28456
1505,887,299195
1506,887,299197
1507,887,334153
